hskLevel,hanzi,pinyin,definition
6,手艺,shǒu yì,craftmanship
6,首要,shǒu yào,the most important
6,守护,shǒu hù,to guard
6,受罪,shòu zuì,to endure
6,授予,shòu yǔ,to award
6,书法,shū fǎ,calligraphy
6,书籍,shū jí,books
6,书记,shū ji,secretary
6,书面,shū miàn,in writing
6,舒畅,shū chàng,happy
6,疏忽,shū hu,to neglect
6,数,shǔ,to count
6,竖,shù,to erect
6,束,shù,to bind
6,束缚,shù fù,to bind
6,树立,shù lì,to set up
6,数额,shù é,amount
6,数目,shù mù,amount
6,耍,shuǎ,to play with
6,衰老,shuāi lǎo,to age
6,衰退,shuāi tuì,to decline
6,率领,shuài lǐng,to lead
6,涮,shuàn,to rinse
6,双胞胎,shuāng bāo tāi,twin
6,爽快,shuǎng kuai,refreshed
6,水利,shuǐ lì,water conservancy
6,水龙头,shuǐ lóng tóu,faucet
6,水泥,shuǐ ní,cement
6,司法,sī fǎ,judicial
6,司令,sī lìng,commanding officer
6,思念,sī niàn,to think of
6,思索,sī suǒ,to think deeply
6,思维,sī wéi,(line of) thought
6,思绪,sī xù,train of thought
6,私自,sī zì,private
6,斯文,sī wén,refined
6,死亡,sǐ wáng,to die
6,四肢,sì zhī,the four limbs of the body
6,肆无忌惮,sì wú jì dàn,absolutely unrestrained
6,饲养,sì yǎng,to raise
6,耸,sǒng,to excite
6,艘,sōu,classifier for ships
6,搜索,sōu suǒ,to search
6,苏醒,sū xǐng,to wake up
6,俗话,sú huà,common saying
6,塑造,sù zào,to model
6,素食,sù shí,vegetables
6,素质,sù zhì,inner quality
6,诉讼,sù sòng,lawsuit
6,算了,suàn le,let it be
6,算数,suàn shù,to count numbers
6,随即,suí jí,immediately
6,随身,suí shēn,to (carry) on one's person
6,随手,suí shǒu,conveniently
6,随意,suí yì,as one wishes
6,岁月,suì yuè,years
6,隧道,suì dào,tunnel
6,损坏,sǔn huài,to damage
6,索赔,suǒ péi,to ask for compensation
6,索性,suǒ xìng,you might as well (do it)
6,塌,tā,collapse
6,踏实,tā shi,practical
6,台风,tái fēng,hurricane
6,太空,tài kōng,outer space
6,泰斗,tài dǒu,leading scholar of his time
6,瘫痪,tān huàn,paralysis
6,贪婪,tān lán,avaricious
6,贪污,tān wū,corruption
6,摊儿,tān r,erhua variant of 攤|摊[tān]
6,弹性,tán xìng,flexibility
6,坦白,tǎn bái,honest
6,探测,tàn cè,to probe
6,探索,tàn suǒ,to explore
6,探讨,tàn tǎo,to investigate
6,探望,tàn wàng,to visit
6,叹气,tàn qì,to sigh
6,糖葫芦,táng hú lu,sugar-coated Chinese hawthorn fruit on a stick
6,倘若,tǎng ruò,provided that
6,掏,tāo,variant of 掏[tāo]
6,滔滔不绝,tāo tāo bù jué,unceasing torrent (idiom)
6,陶瓷,táo cí,pottery and porcelain
6,淘气,táo qì,naughty
6,淘汰,táo tài,to wash out
6,讨价还价,tǎo jià huán jià,to haggle over price
6,特长,tè cháng,personal strength
6,特定,tè dìng,special
6,特色,tè sè,characteristic
6,提拔,tí bá,to promote to a higher job
6,提炼,tí liàn,to extract (ore
6,提示,tí shì,to prompt
6,提议,tí yì,proposal
6,题材,tí cái,subject matter
6,体谅,tǐ liàng,to empathize
6,体面,tǐ miàn,dignity
6,体系,tǐ xì,system
6,天才,tiān cái,talent
6,天伦之乐,tiān lún zhī lè,family love and joy
6,天然气,tiān rán qì,natural gas
6,天生,tiān shēng,nature
6,天堂,tiān táng,paradise
6,天文,tiān wén,astronomy
6,田径,tián jìng,track and field (athletics)
6,舔,tiǎn,to lick
6,挑剔,tiāo ti,picky
6,条款,tiáo kuǎn,clause (of contract or law)
6,条理,tiáo lǐ,arrangement
6,条约,tiáo yuē,treaty
6,调和,tiáo hé,harmonious
6,调剂,tiáo jì,to adjust
6,调节,tiáo jié,to adjust
6,调解,tiáo jiě,to mediate
6,调料,tiáo liào,condiment
6,挑拨,tiǎo bō,to incite disharmony
6,挑衅,tiǎo xìn,to provoke
6,跳跃,tiào yuè,to jump
6,停泊,tíng bó,to anchor
6,停顿,tíng dùn,to halt
6,停滞,tíng zhì,stagnation
6,亭子,tíng zi,pavilion
6,挺拔,tǐng bá,tall and straight
6,通货,tōng huò,currency
6,通俗,tōng sú,common
6,通用,tōng yòng,common (use)
6,铜矿,tóng kuàng,Copper
6,同胞,tóng bāo,born of the same parents
6,同志,tóng zhì,comrade
6,童话,tóng huà,children's fairy tales
6,统筹兼顾,tǒng chóu jiān gù,an overall plan taking into account all factors
6,统计,tǒng jì,statistics
6,统统,tǒng tǒng,totally
6,投机,tóu jī,to speculate (on financial markets)
6,投票,tóu piào,to vote
6,投降,tóu xiáng,to surrender
6,投掷,tóu zhì,to throw sth a long distance
6,秃,tū,bald
6,突破,tū pò,to break through
6,图案,tú àn,design
6,徒弟,tú dì,apprentice
6,途径,tú jìng,way
6,涂抹,tú mǒ,to paint
6,土壤,tǔ rǎng,soil
6,团结,tuán jié,a rally
6,团体,tuán tǐ,group
6,团圆,tuán yuán,to have a reunion
6,推测,tuī cè,speculation
6,推翻,tuī fān,to overthrow
6,推理,tuī lǐ,reasoning
6,推论,tuī lùn,to infer
6,推销,tuī xiāo,to market
6,吞咽,tūn yàn,to swallow
6,脱离,tuō lí,to separate oneself from
6,拖延,tuō yán,to adjourn
6,托运,tuō yùn,to consign (goods)
6,妥当,tuǒ dang,appropriate
6,妥善,tuǒ shàn,appropriate
6,妥协,tuǒ xié,to compromise
6,椭圆,tuǒ yuán,oval
6,唾沫,tuò mo,spittle
6,挖掘,wā jué,to excavate
6,娃娃,wá wa,baby
6,瓦解,wǎ jiě,to collapse
6,哇,wa,replaces 啊 when following the vowel "u" or "ao"
6,歪曲,wāi qū,to distort
6,外表,wài biǎo,external
6,外行,wài háng,layman
6,外界,wài jiè,the outside world
6,外向,wài xiàng,outward-looking
6,丸,wán,pill
6,完备,wán bèi,faultless
6,完毕,wán bì,to finish
6,玩弄,wán nòng,to play with
6,玩意儿,wán yì r,erhua variant of 玩意[wán yì]
6,顽固,wán gù,stubborn
6,顽强,wán qiáng,tenacious
6,挽回,wǎn huí,to retrieve
6,挽救,wǎn jiù,to save
6,惋惜,wǎn xī,to feel sorry for a person over sth that should have happened
6,万分,wàn fēn,very much
6,往常,wǎng cháng,habitually (in the past)
6,往事,wǎng shì,past events
6,网络,wǎng luò,network (computing
6,妄想,wàng xiǎng,to attempt vainly
6,微不足道,wēi bù zú dào,negligible
6,微观,wēi guān,micro-
6,威风,wēi fēng,might
6,威力,wēi lì,might
6,威望,wēi wàng,prestige
6,威信,wēi xìn,prestige
6,危机,wēi jī,crisis
6,违背,wéi bèi,to violate
6,维持,wéi chí,to keep
6,维生素,wéi shēng sù,vitamin
6,维修,wéi xiū,maintenance (of equipment)
6,唯独,wéi dú,only
6,为难,wéi nán,to feel embarrassed or awkward
6,为期,wéi qī,(to be done) by (a certain date)
6,为首,wéi shǒu,head
6,委员,wěi yuán,committee member
6,伪造,wěi zào,to forge
6,胃口,wèi kǒu,appetite
6,位于,wèi yú,to be located at
6,未免,wèi miǎn,unavoidable
6,畏惧,wèi jù,to fear
6,卫星,wèi xīng,(space) satellite
6,慰问,wèi wèn,to express sympathy
6,温带,wēn dài,temperate zone
6,温和,wēn hé,mild
6,文凭,wén píng,diploma
6,文物,wén wù,cultural relic
6,文献,wén xiàn,document
6,文雅,wén yǎ,elegant
6,文艺,wén yì,literature and art
6,问世,wèn shì,to be published
6,窝,wō,nest
6,乌黑,wū hēi,jet-black
6,污蔑,wū miè,to slander
6,诬陷,wū xiàn,to entrap
6,无比,wú bǐ,incomparable
6,无偿,wú cháng,free
6,无耻,wú chǐ,without any sense of shame
6,无从,wú cóng,not to have access
6,无动于衷,wú dòng yú zhōng,aloof
6,无非,wú fēi,only
6,无精打采,wú jīng dǎ cǎi,dispirited and downcast (idiom); listless
6,无可奉告,wú kě fèng gào,(idiom) "no comment"
6,无可奈何,wú kě nài hé,have no way out
6,无赖,wú lài,hoodlum
6,无理取闹,wú lǐ qǔ nào,to make trouble without reason (idiom); to be deliberately provocative
6,无能为力,wú néng wéi lì,impotent (idiom)
6,无穷无尽,wú qióng wú jìn,vast and limitless (idiom); endless span of time
6,无微不至,wú wēi bù zhì,in every possible way (idiom); meticulous
6,无忧无虑,wú yōu wú lǜ,carefree and without worries (idiom)
6,无知,wú zhī,ignorant
6,舞蹈,wǔ dǎo,dance
6,武侠,wǔ xiá,martial arts chivalry (Chinese literary
6,武装,wǔ zhuāng,arms
6,侮辱,wǔ rǔ,to insult
6,勿,wù,do not
6,务必,wù bì,must
6,务实,wù shí,pragmatic
6,误差,wù chā,difference
6,误解,wù jiě,to misunderstand
6,物美价廉,wù měi jià lián,good quality and cheap
6,物资,wù zī,goods
6,溪,xī,variant of 溪
6,膝盖,xī gài,knee
6,熄灭,xī miè,to stop burning
6,吸取,xī qǔ,to absorb
6,昔日,xī rì,formerly
6,牺牲,xī shēng,to sacrifice oneself
6,夕阳,xī yáng,sunset
6,媳妇,xí fù,daughter-in-law
6,习俗,xí sú,custom
6,袭击,xí jī,attack (esp. surprise attack)
6,喜闻乐见,xǐ wén lè jiàn,a delight to see (idiom); an attractive spectacle
6,喜悦,xǐ yuè,happy
6,系列,xì liè,series
6,细胞,xì bāo,cell (biology)
6,细菌,xì jūn,bacterium
6,细致,xì zhì,delicate
6,霞,xiá,red clouds
6,狭隘,xiá ài,narrow
6,狭窄,xiá zhǎi,narrow
6,峡谷,xiá gǔ,canyon
6,夏令营,xià lìng yíng,summer camp
6,下属,xià shǔ,subordinate
6,先进,xiān jìn,advanced (technology)
6,先前,xiān qián,before
6,鲜明,xiān míng,bright
6,掀起,xiān qǐ,to lift
6,纤维,xiān wéi,fiber
6,弦,xián,bow string
6,嫌,xián,to dislike
6,嫌疑,xián yí,suspicion
6,闲话,xián huà,digression
6,贤惠,xián huì,chaste
6,衔接,xián jiē,to join together
6,显著,xiǎn zhù,outstanding
6,现场,xiàn chǎng,lit. actual location
6,现成,xiàn chéng,ready-made
6,现状,xiàn zhuàng,current situation
6,宪法,xiàn fǎ,constitution (of a country)
6,陷害,xiàn hài,to entrap
6,陷入,xiàn rù,to sink into
6,馅儿,xiàn r,erhua variant of 餡|馅
6,线索,xiàn suǒ,trail
6,相差,xiāng chà,to differ
6,相等,xiāng děng,equal
6,相辅相成,xiāng fǔ xiāng chéng,to complement one another (idiom)
6,相应,xiāng yìng,to correspond
6,镶嵌,xiāng qiàn,to inlay
6,乡镇,xiāng zhèn,village
6,想方设法,xiǎng fāng shè fǎ,to think up every possible method (idiom); to devise ways and means
6,响亮,xiǎng liàng,loud and clear
6,响应,xiǎng yìng,respond to
6,巷,xiàng,lane
6,向导,xiàng dǎo,guide
6,向来,xiàng lái,always (previously)
6,向往,xiàng wǎng,to yearn for
6,消除,xiāo chú,to eliminate
6,消毒,xiāo dú,to disinfect
6,消防,xiāo fáng,fire-fighting
6,消耗,xiāo hào,to use up
6,消极,xiāo jí,negative
6,销毁,xiāo huǐ,to destroy (by melting or burning)
6,小心翼翼,xiǎo xīn yì yì,cautious and solemn (idiom); very carefully
6,效益,xiào yì,benefit
6,肖像,xiào xiàng,portrait
6,携带,xié dài,to carry (on one's person)
6,协会,xié huì,an association
6,协商,xié shāng,to consult with
6,协议,xié yì,agreement
6,协助,xié zhù,to provide assistance
6,写作,xiě zuò,writing
6,屑,xiè,bits
6,谢绝,xiè jué,to refuse politely
6,泄露,xiè lù,to leak (information)
6,泄气,xiè qì,to leak (gas)
6,新陈代谢,xīn chén dài xiè,metabolism (biology)
6,新郎,xīn láng,bridegroom
6,新娘,xīn niáng,bride
6,新颖,xīn yǐng,lit. new bud
6,心得,xīn dé,knowledge gained
6,心灵,xīn líng,bright
6,心态,xīn tài,attitude (of the heart)
6,心疼,xīn téng,to love dearly
6,心血,xīn xuè,heart's blood
6,心眼儿,xīn yǎn r,one's thoughts
6,辛勤,xīn qín,hardworking
6,欣慰,xīn wèi,to be gratified
6,欣欣向荣,xīn xīn xiàng róng,luxuriant growth (idiom); flourishing
6,薪水,xīn shuǐ,salary
6,信赖,xìn lài,to trust
6,信念,xìn niàn,faith
6,信仰,xìn yǎng,to believe in (a religion)
6,信誉,xìn yù,prestige
6,腥,xīng,fishy (smell)
6,兴隆,xīng lóng,prosperous
6,兴旺,xīng wàng,prosperous
6,行政,xíng zhèng,administrative
6,形态,xíng tài,shape
6,刑事,xíng shì,criminal
6,性感,xìng gǎn,sex appeal
6,性命,xìng mìng,life
6,性能,xìng néng,function
6,性情,xìng qíng,nature
6,幸好,xìng hǎo,fortunately
6,兴高采烈,xīng gāo cǎi liè,happy and excited (idiom); in high spirits
6,兴致勃勃,xìng zhì bó bó,to become exhilarated (idiom); in high spirits
6,胸怀,xiōng huái,one's bosom (the seat of emotions)
6,胸膛,xiōng táng,chest
6,凶恶,xiōng è,variant of 兇惡|凶恶
6,凶手,xiōng shǒu,murderer
6,雄厚,xióng hòu,robust
6,修复,xiū fù,to restore
6,修建,xiū jiàn,to build
6,修理,xiū lǐ,to repair
6,羞耻,xiū chǐ,(a feeling of) shame
6,休养,xiū yǎng,to recuperate
6,绣,xiù,to embroider
6,嗅觉,xiù jué,sense of smell
6,虚假,xū jiǎ,false
6,虚荣,xū róng,vanity
6,虚伪,xū wěi,false
6,需求,xū qiú,requirement
6,须知,xū zhī,prerequisites
6,许可,xǔ kě,to allow
6,酗酒,xù jiǔ,heavy drinking
6,畜牧,xù mù,to raise animals
6,序言,xù yán,preface
6,宣誓,xuān shì,to swear an oath (of office)
6,宣扬,xuān yáng,to proclaim
6,悬挂,xuán guà,to suspend
6,悬念,xuán niàn,suspense in a movie
6,悬崖峭壁,xuán yá qiào bì,sheer cliffs and precipitous rock faces (idiom)
6,旋律,xuán lǜ,melody
6,旋转,xuán zhuǎn,to rotate
6,选拔,xuǎn bá,to select the best
6,选手,xuǎn shǒu,athlete
6,削弱,xuē ruò,to weaken
6,学历,xué lì,educational background
6,学说,xué shuō,theory
6,学位,xué wèi,academic degree
6,雪上加霜,xuě shàng jiā shuāng,to add hail to snow (idiom); one disaster on top of another
6,血压,xuè yā,blood pressure
6,熏陶,xūn táo,to seep in
6,循环,xún huán,to cycle
6,循序渐进,xún xù jiàn jìn,in sequence
6,巡逻,xún luó,to patrol (police
6,寻觅,xún mì,to look for
6,押金,yā jīn,deposit
6,压迫,yā pò,to oppress
6,压岁钱,yā suì qián,money given to children as new year present
6,压缩,yā suō,to compress
6,压抑,yā yì,to constrain or repress emotions
6,压榨,yā zhà,to press
6,压制,yā zhì,to suppress
6,亚军,yà jūn,second place (in a sports contest)
6,烟花,yān huā,fireworks
6,淹没,yān mò,to submerge
6,延期,yán qī,to delay
6,延伸,yán shēn,to extend
6,延续,yán xù,to continue
6,严寒,yán hán,bitter cold
6,严禁,yán jìn,strictly prohibit
6,严峻,yán jùn,grim
6,严厉,yán lì,severe
6,严密,yán mì,strict
6,沿海,yán hǎi,coastal
6,言论,yán lùn,speech
6,炎热,yán rè,blistering hot
6,岩石,yán shí,rock
6,演变,yǎn biàn,to develop
6,演讲,yǎn jiǎng,lecture
6,演习,yǎn xí,maneuver
6,演绎,yǎn yì,to deduce
6,演奏,yǎn zòu,to play a musical instrument
6,掩盖,yǎn gài,to conceal
6,掩护,yǎn hù,to screen
6,掩饰,yǎn shì,to conceal a fault
6,眼光,yǎn guāng,gaze
6,眼色,yǎn sè,a wink
6,眼神,yǎn shén,expression or emotion showing in one's eyes
6,眼下,yǎn xià,now
6,验收,yàn shōu,to check on receipt
6,验证,yàn zhèng,to inspect and verify
6,厌恶,yàn wù,to loathe
6,氧气,yǎng qì,oxygen
6,样品,yàng pǐn,sample
6,摇摆,yáo bǎi,to sway
6,摇滚,yáo gǔn,to shake and boil
6,摇晃,yáo huàng,to rock
6,遥控,yáo kòng,remote control
6,遥远,yáo yuǎn,distant
6,谣言,yáo yán,rumor
6,咬牙切齿,yǎo yá qiè chǐ,gnashing one's teeth (idiom); displaying extreme anger
6,要不然,yào bù rán,otherwise
6,要点,yào diǎn,main point
6,要命,yào mìng,to cause sb's death
6,要素,yào sù,essential factor
6,耀眼,yào yǎn,to dazzle
6,野蛮,yě mán,barbarous
6,野心,yě xīn,ambition
6,一流,yī liú,top quality
6,依次,yī cì,in order
6,依旧,yī jiù,as before
6,依据,yī jù,according to
6,依靠,yī kào,to rely on sth (for support etc)
6,依赖,yī lài,to depend on
6,依托,yī tuō,to rely on
6,衣裳,yī shang,clothes
6,一度,yī dù,for a time
6,一贯,yī guàn,consistent
6,一律,yī lǜ,same
6,一目了然,yī mù liǎo rán,obvious at a glance (idiom)
6,一向,yī xiàng,always (previously)
6,一再,yī zài,repeatedly
6,遗产,yí chǎn,heritage
6,遗传,yí chuán,heredity
6,遗留,yí liú,(leave or be a) legacy
6,遗失,yí shī,to lose
6,疑惑,yí huò,to doubt
6,仪器,yí qì,instrument
6,仪式,yí shì,ceremony
6,以便,yǐ biàn,so that
6,以免,yǐ miǎn,in order to avoid
6,以往,yǐ wǎng,in the past
6,以至,yǐ zhì,down to
6,以致,yǐ zhì,to such an extent as to
6,亦,yì,also
6,翼,yì,wing
6,一帆风顺,yī fān fēng shùn,propitious wind throughout the journey (idiom)
6,一举两得,yī jǔ liǎng dé,one move
6,一如既往,yī rú jì wǎng,just as in the past (idiom); as before
6,一丝不苟,yī sī bù gǒu,not one thread loose (idiom); strictly according to the rules
6,异常,yì cháng,exceptional
6,意料,yì liào,to anticipate
6,意识,yì shí,consciousness
6,意图,yì tú,intent
6,意味着,yì wèi zhe,to signify
6,意向,yì xiàng,intention
6,意志,yì zhì,will
6,毅力,yì lì,perseverance
6,毅然,yì rán,firmly
6,抑制,yì zhì,to inhibit
6,阴谋,yīn móu,plot
6,音响,yīn xiǎng,speakers or speaker (electronic)
6,隐蔽,yǐn bì,to conceal
6,隐患,yǐn huàn,a danger concealed within sth
6,隐瞒,yǐn mán,to conceal
6,隐私,yǐn sī,secrets
6,隐约,yǐn yuē,vague
6,引导,yǐn dǎo,to guide
6,引擎,yǐn qíng,engine (loanword)
6,引用,yǐn yòng,to quote
6,饮食,yǐn shí,food and drink
6,印刷,yìn shuā,print
6,婴儿,yīng ér,infant
6,英明,yīng míng,wise
6,英勇,yīng yǒng,bravery
6,迎面,yíng miàn,directly
6,盈利,yíng lì,profit
6,荧屏,yíng píng,fluorescent screen
6,应酬,yìng chou,social niceties
6,应邀,yìng yāo,at sb's invitation
6,拥护,yōng hù,to endorse
6,拥有,yōng yǒu,to have
6,庸俗,yōng sú,filthy
6,勇于,yǒng yú,to dare to
6,永恒,yǒng héng,eternal
6,涌现,yǒng xiàn,to emerge in large numbers
6,踊跃,yǒng yuè,to leap
6,用功,yòng gōng,diligent
6,用户,yòng hù,user
6,优胜劣汰,yōu shèng liè tài,survival of the fittest (idiom)
6,优先,yōu xiān,priority
6,优异,yōu yì,exceptional
6,优越,yōu yuè,superior
6,忧郁,yōu yù,sullen
6,油腻,yóu nì,grease
6,油漆,yóu qī,oil paints
6,犹如,yóu rú,similar to
6,有条不紊,yǒu tiáo bù wěn,regular and thorough (idiom); methodically arranged
6,幼稚,yòu zhì,young
6,诱惑,yòu huò,to entice
6,愚蠢,yú chǔn,silly
6,愚昧,yú mèi,ignorant
6,舆论,yú lùn,public opinion
6,渔民,yú mín,fisherman
6,与日俱增,yǔ rì jù zēng,to increase steadily
6,羽绒服,yǔ róng fú,down-filled garment
6,予以,yǔ yǐ,to give
6,愈,yù,to heal
6,预料,yù liào,to forecast
6,预期,yù qī,to expect
6,预赛,yù sài,preliminary competition
6,预算,yù suàn,budget
6,预先,yù xiān,beforehand
6,预言,yù yán,to predict
6,预兆,yù zhào,omen
6,欲望,yù wàng,desire
6,寓言,yù yán,fable
6,冤枉,yuān wang,hatred
6,元首,yuán shǒu,head of state
6,元素,yuán sù,element
6,元宵节,Yuán xiāo jié,Lantern Festival
6,圆满,yuán mǎn,satisfactory
6,原告,yuán gào,complainant
6,原理,yuán lǐ,principle
6,原始,yuán shǐ,first
6,原先,yuán xiān,former
6,园林,yuán lín,gardens
6,源泉,yuán quán,fountainhead
6,约束,yuē shù,to restrict
6,岳父,yuè fù,wife's father
6,乐谱,yuè pǔ,a musical score
6,熨,yùn,an iron
6,蕴藏,yùn cáng,to hold in store
6,运算,yùn suàn,(mathematical) operation
6,运行,yùn xíng,to be in motion
6,酝酿,yùn niàng,(of alcohol) to ferment
6,孕育,yùn yù,to be pregnant
6,砸,zá,smash
6,杂技,zá jì,acrobatics
6,杂交,zá jiāo,a hybrid
6,咋,zǎ,dialectal equivalent of 怎麼|怎么[zěn me]
6,灾难,zāi nàn,disaster
6,栽培,zāi péi,to grow
6,宰,zǎi,to slaughter livestock
6,在乎,zài hu,determined by
6,在意,zài yì,to care about
6,再接再厉,zài jiē zài lì,to continue the struggle (idiom); to persist
6,攒,zǎn,to collect
6,赞叹,zàn tàn,to sigh or gasp in admiration
6,赞同,zàn tóng,to approve of
6,赞扬,zàn yáng,to praise
6,赞助,zàn zhù,to support
6,暂且,zàn qiě,for now
6,糟蹋,zāo tà,to waste
6,遭受,zāo shòu,to suffer
6,遭殃,zāo yāng,to suffer a calamity
6,遭遇,zāo yù,to meet with
6,造反,zào fǎn,to rebel
6,造型,zào xíng,modeling
6,噪音,zào yīn,rumble
6,责怪,zé guài,to blame
6,贼,zéi,thief
6,增添,zēng tiān,to add
6,赠送,zèng sòng,to present as a gift
6,渣,zhā,slag (in mining or smelting)
6,扎,zhā,to prick
6,扎实,zhā shi,strong
6,眨,zhǎ,to blink
6,诈骗,zhà piàn,to defraud
6,摘要,zhāi yào,summary
6,债券,zhài quàn,bond
6,沾光,zhān guāng,to bask in the light
6,瞻仰,zhān yǎng,to revere
6,斩钉截铁,zhǎn dīng jié tiě,to chop the nail and slice the iron (idiom); resolute and decisive
6,展示,zhǎn shì,to reveal
6,展望,zhǎn wàng,outlook
6,展现,zhǎn xiàn,to come out
6,崭新,zhǎn xīn,brand new
6,战斗,zhàn dòu,to fight
6,战略,zhàn lvè,strategy
6,战术,zhàn shù,tactics
6,战役,zhàn yì,military campaign
6,占据,zhàn jù,to occupy
6,占领,zhàn lǐng,to occupy (a territory)
6,占有,zhàn yǒu,to have
6,章程,zhāng chéng,rules
6,长辈,zhǎng bèi,one's elders
6,障碍,zhàng ài,barrier
6,帐篷,zhàng peng,tent
6,招收,zhāo shōu,to hire
6,招投标,zhāo tóu biāo,bid inviting and bid offering
6,朝气蓬勃,zhāo qì péng bó,full of youthful energy (idiom); vigorous
6,着迷,zháo mí,to be fascinated
6,沼泽,zhǎo zé,marsh
6,照料,zhào liào,to tend
6,照样,zhào yàng,as before
6,照耀,zhào yào,to shine
6,照应,zhào yìng,to correlate with
6,遮挡,zhē dǎng,to shelter
6,折腾,zhē teng,to toss from side to side (e.g. sleeplessly)
6,折,zhé,variant of 折[zhé]
6,折磨,zhé mó,to persecute
6,真相,zhēn xiàng,the truth about sth
6,真挚,zhēn zhì,sincere
6,珍贵,zhēn guì,precious
6,珍稀,zhēn xī,rare
6,珍珠,zhēn zhū,pearl
6,侦探,zhēn tàn,detective
6,斟酌,zhēn zhuó,to consider
6,阵地,zhèn dì,position
6,阵容,zhèn róng,troop arrangement
6,镇定,zhèn dìng,calm
6,镇静,zhèn jìng,calm
6,镇压,zhèn yā,suppression
6,振奋,zhèn fèn,to stir oneself up
6,振兴,zhèn xīng,to revive
6,震惊,zhèn jīng,to shock
6,争端,zhēng duān,dispute
6,争夺,zhēng duó,to fight over
6,争气,zhēng qì,to work hard for sth
6,争先恐后,zhēng xiān kǒng hòu,striving to be first and fearing to be last (idiom); outdoing one another
6,争议,zhēng yì,controversy
6,蒸发,zhēng fā,to evaporate
6,征服,zhēng fú,to conquer
6,征收,zhēng shōu,to levy (a fine)
6,正月,zhēng yuè,first month of the lunar year
6,挣扎,zhēng zhá,to struggle
6,整顿,zhěng dùn,to tidy up
6,正当,zhèng dāng,honest
6,正负,zhèng fù,positive and negative
6,正规,zhèng guī,regular
6,正经,zhèng jīng,decent
6,正气,zhèng qì,healthy environment
6,正义,zhèng yì,justice
6,政权,zhèng quán,regime
6,证实,zhèng shí,to confirm (sth to be true)
6,证书,zhèng shū,credentials
6,郑重,zhèng zhòng,serious
6,症状,zhèng zhuàng,symptom (of an illness)
6,枝,zhī,branch
6,支撑,zhī chēng,to prop up
6,支出,zhī chū,to spend
6,支流,zhī liú,tributary (river)
6,支配,zhī pèi,to control
6,支援,zhī yuán,to provide assistance
6,支柱,zhī zhù,mainstay
6,知觉,zhī jué,perception
6,知足常乐,zhī zú cháng lè,satisfied with what one has (idiom)
6,脂肪,zhī fáng,body fat
6,直播,zhí bō,live broadcast (not recorded)
6,值班,zhí bān,to work a shift
6,殖民地,zhí mín dì,colony
6,职能,zhí néng,function
6,职位,zhí wèi,post
6,职务,zhí wù,post
6,指标,zhǐ biāo,norm
6,指定,zhǐ dìng,to appoint
6,指甲,zhǐ jia,fingernail
6,指令,zhǐ lìng,order
6,指南针,zhǐ nán zhēn,compass
6,指示,zhǐ shì,to point out
6,指望,zhǐ wàng,to hope for sth
6,指责,zhǐ zé,to criticize
6,治安,zhì ān,law and order
6,治理,zhì lǐ,to govern
6,制裁,zhì cái,to punish
6,制订,zhì dìng,to work out
6,制服,zhì fú,to subdue
6,制约,zhì yuē,to restrict
6,制止,zhì zhǐ,to curb
6,致辞,zhì cí,to express in words or writing
6,致力于,zhì lì yú,Committed to
6,致使,zhì shǐ,to cause
6,智力,zhì lì,intelligence
6,智能,zhì néng,intelligent
6,智商,zhì shāng,IQ (intelligence quotient)
6,滞留,zhì liú,to detain
6,志气,zhì qì,ambition
6,忠诚,zhōng chéng,devoted
6,忠实,zhōng shí,faithful
6,终点,zhōng diǎn,the end
6,终究,zhōng jiū,in the end
6,终年,zhōng nián,entire year
6,终身,zhōng shēn,lifelong
6,终止,zhōng zhǐ,to stop
6,中断,zhōng duàn,to cut short
6,中立,zhōng lì,neutral
6,中央,zhōng yāng,central
6,衷心,zhōng xīn,heartfelt
6,种子,zhǒng zi,seed
6,种族,zhǒng zú,race
6,肿瘤,zhǒng liú,tumor
6,重心,zhòng xīn,center of gravity
6,众所周知,zhòng suǒ zhōu zhī,see 眾所周知|众所周知[zhòng suǒ zhōu zhī]
6,州,zhōu,prefecture
6,舟,zhōu,boat
6,粥,zhōu,congee
6,周边,zhōu biān,periphery
6,周密,zhōu mì,careful
6,周年,zhōu nián,anniversary
6,周期,zhōu qī,period
6,周折,zhōu zhé,complication
6,周转,zhōu zhuǎn,turnover (in cash or personnel)
6,皱纹,zhòu wén,wrinkle
6,昼夜,zhòu yè,day and night
6,株,zhū,tree trunk
6,诸位,zhū wèi,(pron) everyone
6,逐年,zhú nián,year after year
6,拄,zhǔ,to lean on
6,主办,zhǔ bàn,to organize
6,主导,zhǔ dǎo,to lead
6,主管,zhǔ guǎn,in charge
6,主流,zhǔ liú,main stream (of a river)
6,主权,zhǔ quán,sovereignty
6,主题,zhǔ tí,theme
6,住宅,zhù zhái,residence
6,注射,zhù shè,injection
6,注视,zhù shì,to watch attentively
6,注释,zhù shì,marginal notes
6,注重,zhù zhòng,to pay attention to
6,助理,zhù lǐ,assistant
6,助手,zhù shǒu,assistant
6,著作,zhù zuò,to write
6,驻扎,zhù zhā,to station
6,铸造,zhù zào,to cast (pour metal into a mold)
6,拽,zhuài,to pull
6,专长,zhuān cháng,specialty
6,专程,zhuān chéng,special-purpose trip
6,专科,zhuān kē,specialized subject
6,专利,zhuān lì,patent
6,专题,zhuān tí,special topic
6,砖瓦,zhuān wǎ,tiles and bricks
6,转达,zhuǎn dá,to pass on
6,转让,zhuǎn ràng,transfer (technology
